item_id,timestamp,price,quantity,ma_1h,ma_6h,ma_24h,volatility_24h,price_change_1h,target_next_price
1495,2025-11-19 14:52:33,54532300,2,54532300.0,54532300.0,54532300.0,0.0,0.0,54532300.0
1497,2025-11-19 14:52:33,21158400,1,21158400.0,21158400.0,21158400.0,0.0,0.0,21158400.0
1498,2025-11-19 14:52:33,71850500,4,71850500.0,71850500.0,71850500.0,0.0,0.0,71850500.0
1499,2025-11-19 14:52:33,333300,3,333300.0,333300.0,333300.0,0.0,0.0,333300.0
1501,2025-11-19 14:52:33,31299100,2,31299100.0,31299100.0,31299100.0,0.0,0.0,31299100.0
1502,2025-11-19 14:52:33,1322300,1,1322300.0,1322300.0,1322300.0,0.0,0.0,1322300.0
1503,2025-11-19 14:52:33,43544600,1,43544600.0,43544600.0,43544600.0,0.0,0.0,43544600.0
1504,2025-11-19 14:52:33,19305700,3,19305700.0,19305700.0,19305700.0,0.0,0.0,19305700.0
1506,2025-11-19 14:52:33,60739000,3,60739000.0,60739000.0,60739000.0,0.0,0.0,60739000.0
1507,2025-11-19 14:52:33,19592100,3,19592100.0,19592100.0,19592100.0,0.0,0.0,19592100.0
1509,2025-11-19 14:52:33,943200,2,943200.0,943200.0,943200.0,0.0,0.0,943200.0
1510,2025-11-19 14:52:33,6040300,5,6040300.0,6040300.0,6040300.0,0.0,0.0,6040300.0
1511,2025-11-19 14:52:33,5625000,3,5625000.0,5625000.0,5625000.0,0.0,0.0,5625000.0
1512,2025-11-19 14:52:33,850000,2,850000.0,850000.0,850000.0,0.0,0.0,850000.0
1513,2025-11-19 14:52:33,19804300,4,19804300.0,19804300.0,19804300.0,0.0,0.0,19804300.0
1514,2025-11-19 14:52:33,290000,5,290000.0,290000.0,290000.0,0.0,0.0,290000.0
1522,2025-11-19 14:52:33,704379400,1,704379400.0,704379400.0,704379400.0,0.0,0.0,704379400.0
1523,2025-11-19 14:52:33,2918764700,1,2918764700.0,2918764700.0,2918764700.0,0.0,0.0,2918764700.0
1539,2025-11-19 14:52:33,6302908400,1,6302908400.0,6302908400.0,6302908400.0,0.0,0.0,6302908400.0
1560,2025-11-19 14:52:33,1045825400,1,1045825400.0,1045825400.0,1045825400.0,0.0,0.0,1045825400.0
1604,2025-11-19 14:52:33,847823900,1,847823900.0,847823900.0,847823900.0,0.0,0.0,847823900.0
1607,2025-11-19 14:52:33,9001400,2,9001400.0,9001400.0,9001400.0,0.0,0.0,9001400.0
1608,2025-11-19 14:52:33,458500,12,458500.0,458500.0,458500.0,0.0,0.0,458500.0
1613,2025-11-19 14:52:33,1551400,8,1551400.0,1551400.0,1551400.0,0.0,0.0,1551400.0
1624,2025-11-19 14:52:33,431114200,1,431114200.0,431114200.0,431114200.0,0.0,0.0,431114200.0
1625,2025-11-19 14:52:33,3465300,7,3465300.0,3465300.0,3465300.0,0.0,0.0,3465300.0
1639,2025-11-19 14:52:33,191900,9,191900.0,191900.0,191900.0,0.0,0.0,191900.0
1640,2025-11-19 14:52:33,2062700,1,2062700.0,2062700.0,2062700.0,0.0,0.0,2062700.0
1659,2025-11-19 14:52:33,5752095600,1,5752095600.0,5752095600.0,5752095600.0,0.0,0.0,5752095600.0
1677,2025-11-19 14:52:33,20009900,4,20009900.0,20009900.0,20009900.0,0.0,0.0,20009900.0
1678,2025-11-19 14:52:33,41980500,2,41980500.0,41980500.0,41980500.0,0.0,0.0,41980500.0
1679,2025-11-19 14:52:33,287697900,1,287697900.0,287697900.0,287697900.0,0.0,0.0,287697900.0
1680,2025-11-19 14:52:33,3226495800,1,3226495800.0,3226495800.0,3226495800.0,0.0,0.0,3226495800.0
1713,2025-11-19 14:52:33,74163000,2,74163000.0,74163000.0,74163000.0,0.0,0.0,74163000.0
1714,2025-11-19 14:52:33,60000000,1,60000000.0,60000000.0,60000000.0,0.0,0.0,60000000.0
1715,2025-11-19 14:52:33,80000000,1,80000000.0,80000000.0,80000000.0,0.0,0.0,80000000.0
1716,2025-11-19 14:52:33,71511300,3,71511300.0,71511300.0,71511300.0,0.0,0.0,71511300.0
1717,2025-11-19 14:52:33,282729100,3,282729100.0,282729100.0,282729100.0,0.0,0.0,282729100.0
1718,2025-11-19 14:52:33,50009900,2,50009900.0,50009900.0,50009900.0,0.0,0.0,50009900.0
1720,2025-11-19 14:52:33,71787000,2,71787000.0,71787000.0,71787000.0,0.0,0.0,71787000.0
1721,2025-11-19 14:52:33,58824000,3,58824000.0,58824000.0,58824000.0,0.0,0.0,58824000.0
1722,2025-11-19 14:52:33,150000000,2,150000000.0,150000000.0,150000000.0,0.0,0.0,150000000.0
1725,2025-11-19 14:52:33,17600,1,17600.0,17600.0,17600.0,0.0,0.0,17600.0
1726,2025-11-19 14:52:33,56677500,2,56677500.0,56677500.0,56677500.0,0.0,0.0,56677500.0
1727,2025-11-19 14:52:33,25188400,3,25188400.0,25188400.0,25188400.0,0.0,0.0,25188400.0
1728,2025-11-19 14:52:33,5935113500,2,5935113500.0,5935113500.0,5935113500.0,0.0,0.0,5935113500.0
1732,2025-11-19 14:52:33,9871300,2,9871300.0,9871300.0,9871300.0,0.0,0.0,9871300.0
1734,2025-11-19 14:52:33,5238300,1,5238300.0,5238300.0,5238300.0,0.0,0.0,5238300.0
1735,2025-11-19 14:52:33,1628100,4,1628100.0,1628100.0,1628100.0,0.0,0.0,1628100.0
1737,2025-11-19 14:52:33,21620800,3,21620800.0,21620800.0,21620800.0,0.0,0.0,21620800.0
1738,2025-11-19 14:52:33,9745000,1,9745000.0,9745000.0,9745000.0,0.0,0.0,9745000.0
1739,2025-11-19 14:52:33,30885500,4,30885500.0,30885500.0,30885500.0,0.0,0.0,30885500.0
1740,2025-11-19 14:52:33,34246600,7,34246600.0,34246600.0,34246600.0,0.0,0.0,34246600.0
1742,2025-11-19 14:52:33,43717500,2,43717500.0,43717500.0,43717500.0,0.0,0.0,43717500.0
1743,2025-11-19 14:52:33,1386100,3,1386100.0,1386100.0,1386100.0,0.0,0.0,1386100.0
1744,2025-11-19 14:52:33,252700,3,252700.0,252700.0,252700.0,0.0,0.0,252700.0
1745,2025-11-19 14:52:33,4990000,2,4990000.0,4990000.0,4990000.0,0.0,0.0,4990000.0
1746,2025-11-19 14:52:33,860700,2,860700.0,860700.0,860700.0,0.0,0.0,860700.0
1747,2025-11-19 14:52:33,5269700,6,5269700.0,5269700.0,5269700.0,0.0,0.0,5269700.0
1748,2025-11-19 14:52:33,1003100,1,1003100.0,1003100.0,1003100.0,0.0,0.0,1003100.0
1749,2025-11-19 14:52:33,9547700,3,9547700.0,9547700.0,9547700.0,0.0,0.0,9547700.0
1750,2025-11-19 14:52:33,111900,1,111900.0,111900.0,111900.0,0.0,0.0,111900.0
1751,2025-11-19 14:52:33,164600,1,164600.0,164600.0,164600.0,0.0,0.0,164600.0
1752,2025-11-19 14:52:33,1707300,2,1707300.0,1707300.0,1707300.0,0.0,0.0,1707300.0
1753,2025-11-19 14:52:33,289200,1,289200.0,289200.0,289200.0,0.0,0.0,289200.0
1754,2025-11-19 14:52:33,43900,3,43900.0,43900.0,43900.0,0.0,0.0,43900.0
1755,2025-11-19 14:52:33,367500,1,367500.0,367500.0,367500.0,0.0,0.0,367500.0
1756,2025-11-19 14:52:33,1140900,1,1140900.0,1140900.0,1140900.0,0.0,0.0,1140900.0
1757,2025-11-19 14:52:33,3048800,1,3048800.0,3048800.0,3048800.0,0.0,0.0,3048800.0
1758,2025-11-19 14:52:33,76014100,3,76014100.0,76014100.0,76014100.0,0.0,0.0,76014100.0
1759,2025-11-19 14:52:33,54355400,1,54355400.0,54355400.0,54355400.0,0.0,0.0,54355400.0
1760,2025-11-19 14:52:33,486079600,1,486079600.0,486079600.0,486079600.0,0.0,0.0,486079600.0
1761,2025-11-19 14:52:33,28947800,1,28947800.0,28947800.0,28947800.0,0.0,0.0,28947800.0
1764,2025-11-19 14:52:33,18481500,6,18481500.0,18481500.0,18481500.0,0.0,0.0,18481500.0
1766,2025-11-19 14:52:33,124600,2,124600.0,124600.0,124600.0,0.0,0.0,124600.0
